"v_spot_index","alsfc_ctprvn_nm","alsfc_signgu_nm","alsfc_nm","alsfc_rprsntv_tel_no","alsfc_addr","alsfc_detail_addr","alsfc_main_item_nm","alsfc_lo","alsfc_la"
353,서울,양천구,경희대정석태권도,"",서울특별시 양천구 신정로7길 60-14,대승프라자4층 402호(신정동),태권도,"126.8392709","37.5125524"
354,서울,양천구,경희대석사 비룡태권도,"02-2065-8164",서울특별시 양천구 신정로 312,뉴프라자 5층(신정동),태권도,"126.8555404","37.5132891"
355,서울,성동구,승리특공무술,"02-2281-1001",서울특별시 성동구 무학봉길 77,태원빌딩2층(하왕십리동),합기도,"127.0310842","37.5613202"
356,서울,성동구,아이돌짐,"02-2294-2287",서울특별시 성동구 행당로 79,"대림아파트 리빙프라자동 5층510호 아이돌짐(행당동, 행당동 대림아파트)",롤러인라인,"127.02733","37.55787"
357,서울,성북구,아이엔요가&필라테스 월곡점,"02-6369-5225",서울특별시 성북구 화랑로 91,"지층 1호(하월곡동, 동원빌딩)(하월곡동)",필라테스,"127.0421269","37.6029883"
358,서울,동대문구,용두장안태권도,"02-923-0656",서울특별시 동대문구 약령시로 18,"3층 장안태권도(제기동)",태권도,"127.0317954","37.5825812"
359,서울,성북구,용인대올림픽태권도,"02-924-7934",서울특별시 성북구 종암로23길 17,서울시성북구종암동 종암로23길17원진프라자 용인대올림픽태권도장3층(종암동),태권도,"127.0330256","37.599632"
360,서울,종로구,종로골프존,"02-747-0213",서울특별시 종로구 지봉로5길 7-5,지하1층 골프연습장(창신동)(창신동),골프,"127.0144451","37.573459"
361,서울,종로구,종로구청 구민회관,"02-3672-2530",서울특별시 종로구 지봉로5길 7-5,(창신동),헬스,"127.0144451","37.573459"
362,서울,성북구,종암점핑,"",서울특별시 성북구 종암로24가길 53,"sk아파트상가208호(종암동, 종암에스케이아파트)",기타종목,"127.0365952","37.6015254"
363,서울,성동구,커브스행당클럽,"02-2297-3070",서울특별시 성동구 행당로 87,"506호(대림리빙프라자) 커브스행당클럽(행당동)",에어로빅,"127.0285419","37.5573015"
364,서울,성북구,청마검도관,"03-1929-5977",서울특별시 성북구 종암로 113,지층 청마검도관(종암동),검도,"127.0336637","37.6001446"
365,서울,중구,충무스포츠센터,"02-2280-8400",서울특별시 중구 퇴계로 387,충무스포츠센터(흥인동),기타종목,"127.0148052","37.5659304"
366,서울,성동구,커브스 행당클럽,"02-2297-3070",서울특별시 성동구 행당로 87,대림리빙프라자 506호(행당동),기타종목,"127.0285419","37.5573015"
367,서울,종로구,클래식바디짐,"02-747-1622",서울특별시 종로구 지봉로 87,"지하1층 클래식바디짐(창신동, 창신3동주민센터)",헬스,"127.0151761","37.5778444"
368,서울,성북구,파이널유도멀티짐 성북점,"02-923-1546",서울특별시 성북구 보문로30길 36,엘리트빌딩 3층 파이널유도멀티짐 성북점(안암동1가),유도,"127.0194097","37.5890377"
369,서울,성북구,필라테스B&E,"",서울특별시 성북구 종암로23길 35,"래미안세레니티 아파트 상가B1(종암동, 래미안세레니티)",필라테스,"127.0313424","37.5993452"
370,서울,양천구,CBS 기독교방송 (종합문화센터),"02-2650-7034",서울특별시 양천구 목동서로 159-1,CBS기독교방송 9층(목동),기타종목,"126.8748763","37.5283079"
371,서울,강서구,용인대대명태권도,"02-2662-3007",서울특별시 강서구 마곡서로 133,"713동 205호(마곡동, 마곡엠밸리7단지)",태권도,"126.8229812","37.5651924"
372,서울,강서구,위키즈아동운동발달센터,"02-2662-4754",서울특별시 강서구 공항대로 103,"업무상가동 308호(마곡동, 마곡 엠밸리 9단지)",기타종목,"126.8188664","37.5620749"
373,서울,강서구,이룸케어재활운동센터,"02-6348-0408",서울특별시 강서구 마곡중앙1로 72,"엠타워 408호(마곡동, 마곡엠밸리10단지)",기타종목,"126.8197352","37.5597333"
374,서울,강서구,코끼리아동청소년발달센터(강서지점),"02-2666-7942",서울특별시 강서구 공항대로 190,푸리마타워 5층 501호 코끼리아동청소년발달센터(마곡동),기타종목,"126.8286371","37.5590423"
375,서울,성북구,커브스석관클럽,"02-6956-4230",서울특별시 성북구 돌곶이로 75,"5층(석관동) 커브스석관클럽",에어로빅,"127.0574858","37.6100929"
376,서울,노원구,희망탁구,"",서울특별시 노원구 석계로 67,희망탁구(월계동),탁구,"127.0626021","37.6207114"
377,서울,중랑구,합기도 유락관 호신술,"02-494-1394",서울특별시 중랑구 용마산로 563,진일빌딩5층(신내동),합기도,"127.1002144","37.6012584"
378,서울,중랑구,필복싱짐,"02-3423-3365",서울특별시 중랑구 신내로 193,지하1층 필복싱짐(신내동),복싱,"127.0944357","37.6154962"
379,서울,성북구,태종태권도,"02-909-3797",서울특별시 성북구 한천로101길 36,"301호~3호(장위동)",태권도,"127.0488493","37.6225333"
380,서울,중랑구,코끼리아동청소년발달센터,"02-977-6136",서울특별시 중랑구 동일로 933,"2층 코끼리아동청소년발달센터(묵동)",기타종목,"127.0765736","37.6137336"
381,서울,종로구,필라테스포유,"02-2135-1984",서울특별시 종로구 종로 347,"롯데캐슬 상가 지하1층 필라테스포유(숭인동, 롯데캐슬 천지인)",필라테스,"127.0164919","37.5737459"
382,서울,노원구,차오름태권도장,"02-909-2820",서울특별시 노원구 광운로 43,"2층 차오름태권도장(월계동)",태권도,"127.0590251","37.6213409"
383,서울,노원구,지음발달재활센터,"02-6401-1004",서울특별시 노원구 동일로 986,"102동 211 A호(공릉동, 노원 프레미어스 엠코)",기타종목,"127.076212","37.618481"
384,서울,중랑구,중랑구시설관리공단(중랑구민체육센터),"02-3423-1070",서울특별시 중랑구 신내로15길 197,"4층   중랑구시설관리공단(묵동)",기타종목,"127.0869596","37.6153161"
385,서울,중랑구,중랑구시설관리공단(면목2동체육관),"02-495-5200",서울특별시 중랑구 신내로15길 197,중랑구 겸재로23길 27 4층(면목2동체육관),헬스,"127.0869596","37.6153161"
386,서울,중랑구,중랑검도관,"02-3422-3331",서울특별시 중랑구 봉화산로 209,지층 중랑검도관(신내동),검도,"127.0960925","37.6074427"
387,서울,성북구,주아필라테스,"",서울특별시 성북구 장월로38길 4,"5층 주아필라테스(장위동)",필라테스,"127.0515499","37.6180026"
388,서울,강북구,정무킥복싱합기도,"02-989-2379",서울특별시 강북구 월계로 53-3,체육관(미아동),합기도,"127.0353539","37.6121313"
389,서울,성북구,이룸발달지원센터,"02-942-6473",서울특별시 성북구 오패산로10길 30,"4030호(하월곡동)",기타종목,"127.038457","37.6051346"
390,서울,성북구,이너라인GYM월곡점,"",서울특별시 성북구 장월로1길 57,"3층 헬스장(상월곡동)",헬스,"127.045215","37.6059999"
391,서울,중랑구,원광장애인종합복지관,"02-438-2691",서울특별시 중랑구 신내로 56,원광장애인종합복지관(신내동),댄스(줌바 등),"127.0960122","37.6044209"
392,서울,성북구,용인대 장곡,"02-917-9535",서울특별시 성북구 돌곶이로37길 18,"2층(장위동)",태권도,"127.0474853","37.6167468"
393,서울,노원구,올탁구클럽,"02-2039-0161",서울특별시 노원구 동일로 1051,"5층 올탁구클럽(공릉동)",탁구,"127.0732779","37.6238176"
394,서울,중랑구,아시아당구장,"",서울특별시 중랑구 봉화산로 218,"302호(신내동)",당구,"127.0970527","37.6073834"
395,서울,중랑구,스타점핑다이어트,"",서울특별시 중랑구 신내로 58,"3층 스타점핑(신내동)",기타종목,"127.0957277","37.6043573"
396,서울,중랑구,스타요가,"02-3421-2230",서울특별시 중랑구 봉화산로 194,"4층 스타요가(신내동)",요가,"127.0947162","37.6064552"
397,서울,노원구,사우스포스포츠,"",서울특별시 노원구 광운로 44,"준빌딩3층, 사우스포 복싱클럽(월계동)",복싱,"127.0595003","37.6213407"
398,서울,중랑구,가온길태권도,"02-2209-3666",서울특별시 중랑구 봉화산로 243,"2층(신내동)",태권도,"127.0996582","37.608336"
399,서울,성북구,성북체육관,"02-915-1506",서울특별시 성북구 장월로8가길 42,"3층(장위동)",태권도,"127.049816","37.6112669"
400,서울,성북구,성북구민체육센터,"02-2241-0651",서울특별시 성북구 화랑로13길 144,구민체육센터(하월곡동),헬스,"127.0423063","37.6086213"
401,서울,노원구,(주식회사)박재현재활운동센터,"02-1811-8861",서울특별시 노원구 동일로 986,"102동 2층 213호(공릉동, 노원 프레미어스 엠코)",기타종목,"127.076212","37.618481"
402,서울,노원구,백두산 체육관,"02-949-1717",서울특별시 노원구 동일로198길 36,삼부빌딩 2층(공릉동),태권도,"127.0736546","37.6290323"
403,서울,중랑구,박현미탁구클럽,"07-0422-59277",서울특별시 중랑구 동일로 937,"5층 박현미탁구클럽(묵동)",탁구,"127.0764923","37.6140011"
404,서울,중랑구,몽키즈클라이밍 신내점,"02-3423-3423",서울특별시 중랑구 신내로17길 39,진로아파트 7단지 상가 지하 1층(신내동),클라이밍(암벽등반),"127.0937728","37.6151541"
405,서울,중랑구,마음열기 태권도장,"02-979-0677",서울특별시 중랑구 공릉로12가길 41,"3층 마음열기 태권도장(묵동)",태권도,"127.0816845","37.6175349"
406,서울,중랑구,라인점핑,"02-6956-7372",서울특별시 중랑구 공릉로2길 46,"2층 라인점핑(묵동)",기타종목,"127.0804153","37.6120269"
407,서울,노원구,사우스포복싱클럽,"",서울특별시 노원구 동일로192길 11,하나빌딩5층. 사우스포복싱클럽(공릉동),복싱,"127.0736709","37.6261205"
408,서울,성북구,더-리햅 맞춤재활운동센터,"02-909-3493",서울특별시 성북구 월계로40길 7,센트럴타운4층(장위동),기타종목,"127.048374","37.6229606"
409,서울,강북구,국심검도관(대무관),"02-988-8844",서울특별시 강북구 월계로13길 7,B1(미아동),검도,"127.0345366","37.6116915"
410,서울,노원구,격술원,"",서울특별시 노원구 노원로 29,"상가305호(공릉동, 우성아파트)",태권도,"127.0850709","37.6244827"
411,서울,노원구,박재현재활운동센터,"02-951-8868",서울특별시 노원구 동일로 986,"(공릉동, 노원 프레미어스 엠코)102동 2층 213호",기타종목,"127.076212","37.618481"
412,서울,강서구,디어필라테스,"02-3102-0125",서울특별시 강서구 공항대로 38-4,"4층(공항동)",필라테스,"126.8117603","37.5608514"
413,서울,강서구,마곡레포츠센터/공항동문화체육센터/마곡배드민턴장,"02-3663-7171",서울특별시 강서구 양천로 251,마곡레포츠센터.마곡배드민턴장(마곡동),수영,"126.8321543","37.5731624"
414,서울,강서구,명성태권도,"02-2666-7989",서울특별시 강서구 개화동로23길 94,"2층 명성태권도(방화동)",태권도,"126.8104718","37.5654472"
415,서울,성북구,유니버설 피트니스,"",서울특별시 성북구 성북로6길 12,"204호 유니버설 피트니스(성북동, 성북동 근생·도시형생활주택)",헬스,"127.0051529","37.5899628"
416,서울,종로구,명륜태권도체육관,"02-765-0772",서울시 종로구 혜화로 9길 4,창성빌딩 지층 명류태권도,태권도,"126.9996143","37.5878951"
417,서울,성동구,한국체대 한성태권도,"",서울특별시 성동구 금호산길 42,"2층 한국체대 한성태권도(금호동2가)",태권도,"127.0195156","37.552005"
418,서울,종로구,필라테스마일,"",서울특별시 종로구 성균관로 12,"2층 필라테스마일(명륜2가)",필라테스,"126.9981823","37.5839747"
419,서울,종로구,종로구청 올림픽기념국민생활관,"02-745-6701",서울특별시 종로구 성균관로 91,(혜화동),수영,"126.9988244","37.5904911"
420,서울,서대문구,인왕체육관,"02-391-1984",서울특별시 서대문구 통일로 410,"3층(홍제동)",태권도,"126.9473403","37.5862113"
421,서울,서대문구,운동하기 좋은 날,"02-336-8280",서울특별시 서대문구 연희로 181,지하1층(연희동),헬스,"126.9353243","37.573198"
422,서울,서대문구,에이스복싱,"02-723-0401",서울특별시 서대문구 통일로 436,우원빌딩 4층 1호 에이스복싱(홍제동),복싱,"126.9456465","37.5881465"
423,서울,서대문구,스타칼리 휘트니스,"02-396-8899",서울특별시 서대문구 통일로 413,"7층 스타칼리휘트니스(홍제동)",헬스,"126.9464449","37.5862021"
424,서울,서대문구,(주)스타칼리휘트니스,"02-3141-4477",서울특별시 서대문구 연희로 82,브라운스톤 지하1층 스타칼리휘트니스(연희동),헬스,"126.9302083","37.5652128"
425,서울,서대문구,서울특별시서대문구도시관리공단,"02-360-8686",서울특별시 서대문구 백련사길39,서대문문화체육회관,수영,"126.9315574","37.5807597"
426,서울,서대문구,메디컬필라테스&PT,"",서울특별시 서대문구 홍제원길 15-6,"102호(홍제동, 목련빌라)",필라테스,"126.9476503","37.5871548"
427,서울,서대문구,마카롱PT,"02-2748-3103",서울특별시 서대문구 통일로35길 14-4,제니스오피스텔 B201호 마카롱PT(홍제동),헬스,"126.9458643","37.5865622"
428,서울,영등포구,"365탁구클럽","02-2637-3729",서울특별시 영등포구 선유로 115,(양평동1가),탁구,"126.8901485","37.5243217"
429,서울,영등포구,건강더하기헬스,"02-849-2831",서울특별시 영등포구 도신로 227,"4층 건강더하기헬스(신길동)",헬스,"126.9162603","37.5121385"
430,서울,영등포구,대박점핑,"02-835-8481",서울특별시 영등포구 도신로15길 37,타원밸라움 203호(도림동),기타종목,"126.8962141","37.5082578"
431,서울,영등포구,도림금강태권도장,"02-6925-3335",서울특별시 영등포구 도영로 66,"상가209,210,211호(도림동, 영등포아트자이아파트)",태권도,"126.8998824","37.5108017"
432,서울,영등포구,신길PT,"02-917-1349",서울특별시 영등포구 가마산로 451,용성빌딩4층(신길동),헬스,"126.9065156","37.5058603"
433,서울,영등포구,라온필라테스,"",서울특별시 영등포구 가마산로 449-1,"4층(신길동)",필라테스,"126.9062965","37.5058079"
434,서울,영등포구,서울시립영등포장애인복지관,"02-3667-7979",서울특별시 영등포구 버드나루로 22,(영등포동2가),요가,"126.9129084","37.520858"
435,서울,영등포구,시립문래청소년센터,"02-2167-0100",서울특별시 영등포구 문래로 110,"4층 사무실(문래동3가)",헬스,"126.8940966","37.5188578"
436,서울,영등포구,신길pt,"",서울특별시 영등포구 가마산로 451,"4층 401호 신길 pt",헬스,"126.9065156","37.5058603"
437,서울,영등포구,영등포검도관,"02-832-5040",서울특별시 영등포구 도신로 252,영등포검도관(신길동),검도,"126.9185618","37.5134353"
438,서울,영등포구,영등포구시설관리공단(영등포다목적배드민턴체육관),"02-2630-2995",서울특별시 영등포구 도신로15길 5,배드민턴체육관(도림동),배드민턴,"126.8982002","37.5059713"
439,서울,영등포구,영등포제2스포츠센터,"02-2630-2921",서울특별시 영등포구 국회대로 615,영등포제2스포츠센터(당산동4가),헬스,"126.9027816","37.5266954"
440,서울,영등포구,용인대인성태권도,"02-843-3311",서울특별시 영등포구 도림로 274,"2층(신길동)",태권도,"126.9045274","37.5025038"
441,서울,영등포구,이재일탁구클럽,"02-2069-1400",서울특별시 영등포구 영중로 131-10,"2층 이재일탁구클럽(영등포동8가)",탁구,"126.9045739","37.5283899"
442,서울,영등포구,하이어스풋볼클럽,"",서울특별시 영등포구 영등포로 21,양평빌딩 2층 206호(양평동2가),축구(풋살),"126.8840719","37.5235205"
443,서울,영등포구,한국체대 우신태권도,"02-836-4567",서울특별시 영등포구 신길로 184,"2층 우신태권도(신길동)",태권도,"126.9111031","37.5086247"
444,서울,영등포구,헬스장,"",서울특별시 영등포구 경인로 775,지하 1층 149호 헬스보이짐(문래동3가),헬스,"126.8975368","37.5147464"
445,서울,서대문구,디어미피티,"",서울특별시 서대문구 모래내로 221,"3층 디어미피티(남가좌동)",헬스,"126.9236856","37.574185"
446,서울,서대문구,용인대석사타이거K,"02-396-9123",서울특별시 서대문구 연희로 283,"3층용인대석사 타이거K 태권도장(홍은동)",태권도,"126.9359967","37.5823562"
447,서울,성동구,열린금호교육문화관,"02-2204-7650",서울특별시 성동구 무수막길 69,열린금호교육문화관(금호동2가),기타종목,"127.0198751","37.5527068"
448,서울,중구,파스텔발란스 약수점,"",서울특별시 중구 동호로 180,"4층 파스텔발란스 약수점(신당동)",필라테스,"127.0113291","37.554421"
449,서울,중랑구,참피온 탁구장,"02-491-7535",서울특별시 중랑구 망우로 469,"3층 302호(망우동)",탁구,"127.1043296","37.600781"
450,서울,중구,스타트레인,"02-542-0457",서울특별시 중구 다산로 32,"29동 102호(신당동, 남산타운)",헬스,"127.0097435","37.5500494"
451,서울,송파구,체육진흥팀(국민체육),"02-410-1295",서울특별시 송파구 올림픽로 424,비즈홀(방이동),검도,"127.122959","37.520934"
452,서울,강동구,신창민 심리운동센터,"02-477-2017",서울특별시 강동구 성내로 19,지하1층 신창민 심리운동센터(성내동),기타종목,"127.1228528","37.5303723"
453,서울,송파구,올림픽수영장,"02-2180-3728",서울특별시 송파구 올림픽로 424,올림픽수영장(방이동),헬스,"127.122959","37.520934"
454,서울,종로구,스타점핑,"",서울특별시 종로구 혜화로3길 19,아남아파트상가101호(명륜2가),기타종목,"126.9992187","37.5861218"
455,서울,종로구,성균관태권도1관,"",서울특별시 종로구 혜화로 31,성균관태권도1관(명륜1가),태권도,"126.9994564","37.5883452"
456,서울,종로구,올림픽기념국민생활관,"02-745-6701",서울특별시 종로구 성균관로 91,올림픽기념국민생활관(혜화동),수영,"126.9988244","37.5904911"
457,서울,중구,남산타운문화체육센터,"02-2280-8488",서울특별시 중구 다산로 32,"남산타운문화체육센터 3층(신당동, 남산타운)",기타종목,"127.0097435","37.5500494"
458,서울,성동구,금빛호수 태권도,"02-2232-2073",서울특별시 성동구 동호로 102,상가동 604호 금빛호수 태권도(금호동3가),태권도,"127.0164321","37.5488915"
459,서울,성동구,팀키스,"02-2235-0904",서울특별시 성동구 동호로 100,"상가4층 팀키스(금호동3가, 두산아파트)",헬스,"127.0164657","37.5506428"
460,서울,성북구,경희대 원도 태권도 체육관,"02-924-4330",서울특별시 성북구 성북로4길 52,"스(돈암동, 한신한진아파트)",태권도,"127.0104756","37.5958787"
461,서울,중랑구,숲태권도장,"02-747-6200",서울특별시 중랑구 양원역로14길 19,"5층 숲태권도장(망우동)",태권도,"127.1076262","37.6070321"
462,서울,중랑구,시립망우청소년센터,"02-492-7942",서울특별시 중랑구 송림길 156,망우청소년센터(망우동),수영,"127.1088568","37.6062366"
463,서울,중랑구,이로움필라테스,"",서울특별시 중랑구 양원역로 92,"상가9호 이로움필라테스(망우동, LH서울양원1단지)",필라테스,"127.1062377","37.6085921"
464,서울,서초구,내아이발달센터(서초),"02-7435-2468",서울특별시 서초구 동산로 32,"지하1층 내아이발달센터(양재동, 세정빌)",기타종목,"127.0428021","37.4704077"
465,서울,서초구,국가대표엠티에이태권도,"02-573-6004",서울특별시 서초구 동산로13길 6,"2층(양재동)",태권도,"127.0454002","37.4721853"
466,서울,서초구,굿볼아카데미 주식회사,"02-858-0066",서울특별시 서초구 효령로 330-1,천심빌딩 5층(서초동),기타종목,"127.0204214","37.4858294"
467,서울,서초구,꿈꾸는탁구클럽,"",서울특별시 서초구 바우뫼로6길 46,동우빌딩(우면동),탁구,"127.0273793","37.4688116"
468,서울,강남구,대치통합발달심리센터,"",서울특별시 강남구 선릉로 320,성진빌딩 지하1층,기타종목,"127.0522104","37.4982857"
469,서울,강남구,리비필라테스 평생교육원,"02-575-0717",서울특별시 강남구 언주로 118,"1층 126호(도곡동, 우성캐릭터199)",필라테스,"127.0518632","37.4864448"
470,서울,강남구,(비대면)키핏,"02-000-0000",서울특별시 강남구 선릉로 428,WEWORK 14층(대치동),기타종목,"127.0498757","37.5033533"
471,서울,서초구,용인대태권도,"02-579-8080",서울특별시 서초구 동산로 62,"3층 (양재동)",태권도,"127.0455991","37.4717665"
472,서울,강남구,삼성피트니스,"02-1670-9699",서울특별시 강남구 봉은사로 474,"B1 삼성피트니스(삼성동, 쌍용 플래티넘)",헬스,"127.0519533","37.5123688"
473,서울,강남구,삼성2동복합문화센터,"02-2176-0671",서울특별시 강남구 봉은사로 419,"4층 삼성2동복합문화센터(삼성동)",헬스,"127.04595","37.5112"
474,서울,강남구,스타트레인,"02-542-0457",서울특별시 강남구 논현로 804,서울빌딩 3층 스타트레인(신사동),헬스,"127.0284486","37.5204959"
475,서울,강남구,용인대청목태권도,"02-543-3774",서울특별시 강남구 봉은사로71길 49,"2층(삼성동)",태권도,"127.0487127","37.5153642"
476,서울,강남구,원코르 필라테스 압구정점,"02-512-1225",서울특별시 강남구 압구정로30길 60,"5층(신사동)",필라테스,"127.0288815","37.5234551"
477,서울,강남구,인더비기닝 재활운동센터,"02-2088-2786",서울특별시 강남구 도곡로 419,"2층 인더비기닝 서울본점(대치동)",필라테스,"127.0563325","37.4976776"
478,서울,성동구,도담도담SPORTS,"02-6953-5995",서울특별시 성동구 독서당로 188,대옥빌딩 지하1층 도담도담스포츠(옥수동),기타종목,"127.0121868","37.5422898"
479,서울,성동구,스포츠스타클럽,"",서울특별시 성동구 독서당로 270,대우월드타운상가 305호(금호동4가),농구,"127.0194396","37.5466712"
480,서울,용산구,시바난다요가,"02-790-1866",서울특별시 용산구 한남대로 164,"4층(한남동)",요가,"127.0024951","37.5425691"
481,서울,강서구,문성길복싱클럽,"02-2661-7988",서울특별시 강서구 양천로 104,지층  문성길복싱클럽(방화동),복싱,"126.8154176","37.5732435"
482,서울,강북구,한진 태권도 체육관,"02-984-8109",서울특별시 강북구 오현로 156,"해모로아파트 상가 2층 한진 체육관(번동, 해모로아파트)",태권도,"127.0375124","37.62658"
483,서울,강북구,한양체육관3관,"02-981-1596",서울특별시 강북구 오현로31길 75,"2층 한양 태권도(번동)",태권도,"127.0368309","37.6314959"
484,서울,노원구,한양대용호태권도,"02-975-2004",서울특별시 노원구 동일로 1279,비이상가 2층 208호 한양대용호태권도(중계동),태권도,"127.0640186","37.6430723"
485,서울,강북구,한국체대 누리태권도장,"02-907-8080",서울특별시 강북구 한천로 981,"2층 한국체대 누리태권도장(번동)",태권도,"127.0315815","37.6366555"
486,서울,노원구,하늘꿈아동발달센터,"02-974-6007",서울특별시 노원구 공릉로58길 112,"201, 302호(하계동, 순흥빌라트)",기타종목,"127.0746945","37.6357267"
487,서울,강북구,특공무술 우리도장,"02-987-6190",서울특별시 강북구 도봉로 164,"3층 체육관(미아동)",기타종목,"127.0276426","37.6234255"
488,서울,성북구,키노짐스포츠,"02-931-4040",서울특별시 성북구 정릉로52길 5,지하1층(종암동),농구,"127.030242","37.6037836"
489,서울,도봉구,이끌림아동발달센터,"02-994-0300",서울특별시 도봉구 덕릉로 264,"4층(창동)",기타종목,"127.0403903","37.6407487"
490,서울,노원구,잇요가,"",서울특별시 노원구 섬밭로 258,"5층 잇요가(중계동)",요가,"127.0648461","37.6388763"
491,서울,강북구,용인대태권도체육관,"02-903-0676",서울특별시 강북구 한천로124길 25,"2층 용인대태권도체육관(번동)",태권도,"127.0327954","37.6376308"
492,서울,노원구,올데이필라테스,"02-977-1534",서울특별시 노원구 동일로204가길 34,"225(중계동)",필라테스,"127.06816","37.6407272"
493,서울,노원구,대한태권도,"",서울특별시 노원구 덕릉로60길 188,"3층 대한태권도(월계동)",태권도,"127.0438965","37.6324584"
494,서울,성북구,알파아동발달센터,"02-910-7553",서울특별시 성북구 종암로 166,"상가동 3층 알파아동발달센터(하월곡동, 광남캐스빌아파트)",기타종목,"127.0322705","37.6047189"
495,서울,강북구,씽크엘테니스,"02-981-4620",서울특별시 강북구 삼양로54길 92,씽크엘실내테니스 B1(미아동),테니스,"127.0231524","37.6228973"
496,서울,노원구,스포지움발달체육센터,"",서울특별시 노원구 공릉로58길 23,"2층 스포지움발달체육센터(하계동)",기타종목,"127.0724722","37.6337549"
497,서울,강북구,스트라이크존 미아사거리구장,"02-980-1515",서울특별시 강북구 도봉로10길 12,지하1층(미아동),야구,"127.0308085","37.6131782"
498,서울,강북구,모던폴스튜디오,"",서울특별시 강북구 도봉로 63,지하1층(미아동),기타종목,"127.0297051","37.6147772"
499,서울,강북구,경희키즈태권짐,"02-989-1045",서울특별시 강북구 오현로32길 28,"2층(번동)",태권도,"127.0406846","37.6280232"
500,서울,강북구,성수체육관,"02-982-3317",서울특별시 강북구 도봉로67길 29,"2층 성수태권도(미아동)",태권도,"127.0227704","37.6302891"
501,서울,노원구,석사월드태권도장,"",서울특별시 노원구 동일로 1280,상가2층(중계동),태권도,"127.0657465","37.6434986"
502,서울,강북구,서울특별시강북구도시관리공단,"02-944-2918",서울특별시 강북구 오현로31길 51,"3층 사무실(번동)",농구,"127.0378089","37.6304351"
503,서울,노원구,서울검도관,"02-992-3579",서울특별시 노원구 초안산로5길 12,"월계프라자 3층, 308호 서울검도관(월계동)",검도,"127.0517605","37.6325635"
504,서울,강북구,백두산K타이거즈태권도,"02-6221-3030",서울특별시 강북구 한천로105길 33,유치원상가 2층 백두산K타이거즈태권도(번동),태권도,"127.0458623","37.6255267"
505,서울,강북구,리얼리티세븐댄스학원,"02-989-4111",서울특별시 강북구 도봉로13길 22,"2층(미아동)",댄스(줌바 등),"127.0291986","37.615157"
506,서울,강북구,드림유어바디,"",서울특별시 강북구 도봉로15길 11,"3,4층(미아동)",필라테스,"127.0291318","37.6163599"
507,서울,노원구,대한태권도장,"02-979-5339",서울특별시 노원구 월계로55길 4,"상가2층 201,202호 대한태권도장(월계동)",태권도,"127.0609256","37.631937"
508,서울,강북구,뉴힐링라이프 재활운동센터 강북점,"02-6080-9867",서울특별시 강북구 덕릉로 115,승진빌딩 5층 뉴힐링라이프 재활운동센터 강북점(번동),필라테스,"127.0266552","37.6351308"
509,서울,노원구,뉴탁구클럽,"",서울특별시 노원구 공릉로 235,"3층 뉴탁구클럽(공릉동)",탁구,"127.0759373","37.6301734"
510,서울,노원구,건영볼링센타,"02-3399-5351",서울특별시 노원구 섬밭로 258,지하 2층 건영볼링센타(중계동),볼링,"127.0648461","37.6388763"
511,서울,강북구,강북경희대태권도,"02-984-7724",서울특별시 강북구 도봉로67길 35,"2층 202호(미아동)",태권도,"127.0225464","37.630075"
512,서울,노원구,강무관대호무술체육관,"02-977-0505",서울특별시 노원구 공릉로70길 8-3,"2층(하계동)",복싱,"127.0700587","37.639179"
513,서울,관악구,글로벌태권스쿨,"02-853-4471",서울특별시 관악구 조원로 128,"303호(신림동)",태권도,"126.9166573","37.4851167"
514,서울,동작구,경희대상현태권도,"02-822-4625",서울특별시 동작구 상도로 346-1,"2층 단지내상가 201호 태권도(상도동, 힐스테이트 상도 센트럴파크)",태권도,"126.9511563","37.4958315"
515,서울,관악구,홍짐(hong gym),"",서울특별시 관악구 난곡로 100,"홍짐(신림동, 파로스프라자A동)",헬스,"126.9195348","37.4642923"
516,서울,관악구,호림태권도,"02-5478-8877",서울특별시 관악구 광신길 154,"3층 호림태권도(신림동)",태권도,"126.9270406","37.4655226"
517,서울,관악구,헬스119,"02-875-2119",서울특별시 관악구 광신길 104,산빌딩 3층 헬스119(신림동),헬스,"126.9259993","37.4637619"
518,서울,관악구,퍼스트_knsu 기계체조클럽 & 체육임용실기학원,"02-4998-6280",서울특별시 관악구 양녕로 29,미화빌딩 4층 퍼스트KNSU(봉천동),기타종목,"126.9464107","37.4846787"
519,서울,관악구,팀코리아태권도장,"02-866-4425",서울특별시 관악구 조원로 56,"3층 팀코리아태권도장(신림동)",태권도,"126.9087181","37.4834948"
520,서울,관악구,티에스(T.S)한국체대 한일태권도장,"02-873-5506",서울특별시 관악구 신림로 264,"4층(신림동)",태권도,"126.9326196","37.4787112"
521,서울,관악구,태결검도관,"",서울특별시 관악구 쑥고개로 73-1,"2층(봉천동)",검도,"126.944774","37.4796243"
522,서울,관악구,지에이스포츠센터,"07-0411-19696",서울특별시 관악구 은천로 37,"3층(봉천동)",축구(풋살),"126.9395881","37.4863545"
523,서울,강북구,"419당구장","07-0753-71552",서울특별시 강북구 4.19로11길 7,"3층 419당구장(수유동)",당구,"127.0083169","37.6461189"
524,서울,도봉구,강북남동훈태권도,"02-3491-3911",서울특별시 도봉구 시루봉로12길 6,"3층 태권도(방학동)",태권도,"127.0307496","37.6650972"
